user_id,post_interval_std,likes_per_hour,comments_per_hour,repost_ratio,follower_following_ratio,account_age_days,profile_completeness,unique_word_ratio,avg_sentiment_score,burst_flag,network_overlap_score,night_activity_ratio,hashtag_reuse_rate,avg_response_time_sec,is_bot
1729,1005.94,20,10,0.15,1.863,824,0.95,0.9,0.66,0,0.147,0.072,0.142,48574.89,0
1730,1945.51,13,16,0.231,4.066,641,0.7,0.83,-0.46,0,0.397,0.191,0.349,69802.73,0
1731,490.86,21,16,0.079,0.623,1800,0.98,0.96,-0.048,0,0.05,0.292,0.304,73239.04,0
1732,5.61,165,84,0.987,0.178,104,0.36,0.27,-0.031,1,0.973,0.536,0.897,1.74,1
1733,845.52,35,3,0.228,2.261,1053,0.64,0.64,0.678,0,0.033,0.116,0.223,21774.75,0
1734,25.21,125,133,0.917,0.258,77,0.22,0.1,-0.049,1,0.875,0.769,0.73,7.31,1
1735,1808.96,29,2,0.298,2.316,1372,0.92,0.68,0.163,0,0.017,0.052,0.018,40519.26,0
1736,1980.35,7,18,0.234,2.932,2807,0.75,0.53,-0.212,0,0.259,0.215,0.036,3346.83,0
1737,781.69,34,11,0.293,2.975,2573,0.58,0.89,-0.359,0,0.046,0.096,0.26,23734.96,0
1738,27.3,116,101,0.869,0.032,44,0.12,0.2,-0.084,1,0.819,0.877,0.673,6.45,1
1739,1348.11,38,11,0.092,0.527,245,0.89,0.69,-0.135,0,0.126,0.147,0.066,38108.97,0
1740,1789.47,23,0,0.38,3.094,1414,0.59,0.94,0.001,0,0.211,0.057,0.147,69608.93,0
1741,8.49,180,142,0.778,0.015,29,0.24,0.23,0.021,1,0.752,0.591,0.836,6.83,1
1742,1330.99,6,1,0.254,3.709,244,0.55,0.9,-0.618,0,0.307,0.208,0.31,70305.59,0
1743,12.35,133,64,0.901,0.073,131,0.37,0.26,0.084,1,0.604,0.711,0.765,8.74,1
1744,27.23,158,149,0.97,0.234,132,0.16,0.22,-0.081,1,0.724,0.77,0.61,9.13,1
1745,8.19,97,96,0.748,0.038,50,0.29,0.27,0.003,1,0.969,0.418,0.942,3.08,1
1746,661.87,33,0,0.27,0.65,1257,0.93,0.66,-0.331,0,0.237,0.025,0.306,53350.98,0
1747,1658.52,8,4,0.126,1.888,710,0.98,0.99,0.578,0,0.199,0.131,0.117,45629.51,0
1748,8.22,93,58,0.845,0.131,165,0.12,0.29,0.03,1,0.902,0.736,0.812,1.89,1
1749,3.42,190,108,0.727,0.128,160,0.28,0.24,-0.089,1,0.623,0.414,0.661,6.88,1
1750,22.49,82,88,0.728,0.266,126,0.17,0.18,-0.095,1,0.725,0.67,0.702,6.59,1
1751,351.82,36,15,0.248,0.813,3455,0.72,0.95,0.036,1,0.317,0.258,0.272,75045.65,0
1752,979.69,16,11,0.123,1.005,2118,0.95,0.72,0.328,1,0.229,0.029,0.056,68206.44,0
1753,20.86,158,115,0.899,0.093,67,0.34,0.28,0.021,1,0.917,0.497,0.867,1.84,1
1754,1628.16,5,0,0.118,1.606,267,0.81,0.76,0.761,0,0.106,0.038,0.328,35612.85,0
1755,798.15,13,7,0.026,2.857,2023,0.86,0.75,-0.678,0,0.245,0.081,0.09,79916.56,0
1756,26.56,164,145,0.773,0.016,136,0.13,0.3,-0.053,1,0.919,0.87,0.842,3.33,1
1757,11.85,183,103,0.76,0.268,13,0.12,0.12,0.003,1,0.934,0.407,0.752,4.04,1
1758,1506.18,28,0,0.27,2.968,2494,0.71,0.72,0.048,0,0.312,0.147,0.076,10159.35,0
1759,15.63,149,71,0.727,0.229,161,0.28,0.2,-0.068,0,0.647,0.514,0.737,4.43,1
1760,1090.51,5,15,0.281,2.263,910,0.67,0.78,-0.062,0,0.215,0.115,0.322,42818.81,0
1761,1082.06,2,2,0.398,4.387,1207,0.7,0.63,-0.156,0,0.002,0.081,0.269,58186.65,0
1762,1996.11,27,3,0.206,1.691,3072,0.74,0.75,-0.645,1,0.14,0.026,0.062,44378.66,0
1763,401.07,32,16,0.331,0.686,2126,0.78,0.58,-0.258,0,0.187,0.064,0.075,9311.54,0
1764,6.46,184,148,0.856,0.112,80,0.11,0.15,0.031,1,0.978,0.598,0.878,5.4,1
1765,401.42,34,0,0.288,3.307,1879,0.83,0.93,-0.353,0,0.011,0.033,0.002,28288.51,0
1766,217.47,38,4,0.195,2.3,2687,0.72,0.61,-0.155,0,0.076,0.232,0.132,80544.16,0
1767,304.03,15,5,0.37,0.873,427,0.86,0.94,-0.908,0,0.155,0.108,0.115,20980.84,0
1768,1010.66,6,9,0.244,0.503,2672,0.99,0.61,-0.664,0,0.127,0.185,0.267,32001.92,0
1769,13.55,139,94,0.725,0.111,120,0.35,0.15,0.009,1,0.79,0.559,0.707,9.7,1
1770,5.93,81,113,0.785,0.096,49,0.14,0.24,-0.086,0,0.804,0.632,0.981,9.5,1
1771,1947.52,24,16,0.075,4.244,2197,0.69,0.79,0.778,0,0.24,0.181,0.26,49748.7,0
1772,13.85,97,123,0.86,0.039,7,0.29,0.27,-0.048,0,0.846,0.617,0.771,5.74,1
1773,11.97,133,100,0.761,0.287,95,0.29,0.24,0.095,1,0.921,0.617,0.948,2.63,1
1774,29.92,85,136,0.958,0.296,17,0.15,0.27,0.082,1,0.712,0.47,0.874,3.81,1
1775,780.36,23,16,0.145,2.077,1809,0.56,0.95,0.048,0,0.243,0.084,0.192,70551.24,0
1776,4.55,176,76,0.923,0.02,86,0.31,0.2,0.051,0,0.815,0.589,0.783,6.44,1
1777,2.68,198,115,0.996,0.246,5,0.28,0.3,-0.08,1,0.648,0.735,0.857,9.12,1
1778,217.2,37,0,0.288,4.317,594,0.67,0.52,0.062,0,0.189,0.092,0.305,41697.92,0
1779,500.26,23,7,0.21,3.527,3015,0.94,0.85,0.571,0,0.119,0.111,0.033,54781.88,0
1780,1411.87,10,5,0.154,1.962,2747,0.95,0.6,-0.247,0,0.114,0.088,0.131,55409.72,0
1781,437.9,5,12,0.071,1.172,2492,0.85,0.71,0.644,0,0.372,0.209,0.224,68669.95,0
1782,18.61,159,127,0.843,0.233,67,0.16,0.13,0.088,1,0.955,0.713,0.923,1.62,1
1783,521.28,15,5,0.129,4.186,2560,0.59,0.82,-0.157,0,0.368,0.023,0.063,77515.96,0
1784,14.12,89,66,0.965,0.139,27,0.14,0.1,-0.051,1,0.64,0.854,0.686,2.84,1
1785,978.38,16,18,0.261,4.328,2027,0.79,0.58,0.43,0,0.355,0.17,0.23,53537.9,0
1786,226.33,26,17,0.354,2.596,3444,0.65,0.63,-0.757,0,0.216,0.203,0.257,14105.43,0
1787,25.83,84,138,0.783,0.04,103,0.36,0.11,0.098,1,0.872,0.419,0.842,5.36,1
1788,1837.97,1,18,0.332,2.235,3061,0.85,0.58,-0.202,0,0.107,0.126,0.304,14004.32,0
1789,3.4,87,104,0.986,0.254,51,0.22,0.2,0.075,1,0.664,0.47,0.931,7.85,1
1790,15.1,173,89,0.891,0.157,48,0.23,0.28,0.069,1,0.877,0.842,0.798,3.82,1
1791,1308.11,17,4,0.093,4.139,631,0.84,0.75,-0.319,0,0.325,0.084,0.169,17551.04,0
1792,1533.41,19,15,0.078,1.535,2990,0.69,0.56,0.923,0,0.06,0.108,0.038,13495.92,0
1793,1925.03,18,10,0.255,1.371,2665,0.62,0.76,0.192,0,0.266,0.075,0.014,82883.18,0
1794,29.18,174,136,0.747,0.041,6,0.27,0.15,-0.09,1,0.675,0.499,0.789,5.42,1
1795,1242.55,24,8,0.248,0.584,1467,0.9,0.99,-0.07,0,0.343,0.066,0.248,47349.08,0
1796,490.87,33,5,0.308,1.556,3176,0.92,0.79,0.083,0,0.263,0.047,0.209,51228.14,0
1797,1387.32,29,5,0.4,1.379,1978,0.98,0.52,0.36,0,0.313,0.114,0.038,49105.15,0
1798,1527.18,7,8,0.195,1.966,2816,0.75,0.92,0.078,0,0.294,0.089,0.303,33487.74,0
1799,1768.61,35,6,0.092,4.117,1322,0.71,0.68,-0.432,0,0.32,0.077,0.089,60327.01,0
1800,358.66,37,0,0.031,1.536,3192,0.66,0.5,0.822,0,0.043,0.211,0.008,2456.72,0
1801,21.8,155,54,0.946,0.167,37,0.37,0.19,0.029,0,0.962,0.684,0.912,8.15,1
1802,455.47,22,0,0.111,1.312,3214,0.55,0.58,0.784,0,0.153,0.22,0.317,82486.14,0
1803,0.33,142,96,0.763,0.153,19,0.25,0.18,0.078,0,0.991,0.712,0.661,1.42,1
1804,1365.68,4,8,0.089,1.367,1561,0.87,0.71,-0.909,0,0.087,0.064,0.151,84528.69,0
1805,1552.29,37,9,0.242,1.491,515,0.55,0.75,0.404,1,0.05,0.291,0.094,15244.26,0
1806,8.64,108,90,0.728,0.073,158,0.1,0.28,0.025,1,0.89,0.567,0.981,1.62,1
1807,254.4,21,10,0.113,1.979,494,0.81,0.81,0.046,1,0.338,0.065,0.217,67736.49,0
1808,9.79,184,66,0.735,0.119,88,0.35,0.13,-0.043,0,0.773,0.82,0.757,2.62,1
1809,937.41,38,19,0.19,3.927,2265,0.78,0.85,-0.222,0,0.034,0.175,0.283,50245.34,0
1810,514.53,21,8,0.366,2.621,802,0.59,0.86,-0.403,0,0.086,0.045,0.171,22590.3,0
1811,895.46,1,12,0.197,4.312,2058,0.73,0.52,-0.531,0,0.183,0.098,0.395,75046.65,0
1812,1261.87,30,15,0.365,1.827,2637,0.89,0.72,-0.06,0,0.292,0.001,0.343,85401.46,0
1813,28.69,178,82,0.78,0.268,173,0.2,0.19,0.037,1,0.979,0.45,0.735,5.33,1
1814,776.08,3,11,0.038,2.971,2888,0.88,0.99,0.239,0,0.035,0.233,0.26,14039.69,0
1815,1378.39,33,17,0.087,4.418,3036,0.57,0.82,-0.234,0,0.289,0.161,0.103,47647.25,0
1816,637.46,12,0,0.153,2.197,3018,0.91,0.66,-0.443,0,0.157,0.026,0.268,71051.02,0
1817,2.36,84,81,0.789,0.13,13,0.28,0.24,0.029,1,0.795,0.467,0.716,6.96,1
1818,1885.19,28,17,0.031,4.26,2566,0.68,0.58,0.768,1,0.02,0.166,0.105,71928.28,0
1819,5.17,187,106,0.852,0.223,90,0.35,0.21,-0.039,1,0.731,0.714,0.669,3.33,1
1820,1745.31,38,7,0.209,0.606,721,0.59,0.66,0.608,0,0.282,0.134,0.125,83201.79,0
1821,279.91,25,5,0.248,3.765,2081,0.79,0.57,-0.191,0,0.087,0.022,0.155,72847.66,0
1822,1063.53,6,11,0.079,1.811,2780,0.98,1.0,0.596,0,0.36,0.034,0.377,30413.08,0
1823,1993.09,30,15,0.148,2.148,2344,0.54,0.68,0.338,1,0.159,0.169,0.254,6168.86,0
1824,29.91,150,99,0.784,0.081,19,0.35,0.19,0.044,0,0.938,0.768,0.685,2.31,1
1825,11.32,180,139,0.777,0.047,63,0.24,0.27,0.062,1,0.971,0.849,0.893,4.3,1
1826,352.89,37,9,0.275,0.749,720,0.61,0.91,0.494,0,0.096,0.052,0.02,3998.1,0
1827,2.77,95,105,0.879,0.054,142,0.23,0.28,-0.062,0,0.624,0.852,0.859,3.46,1
1828,20.5,167,107,0.708,0.256,78,0.4,0.27,-0.087,1,0.845,0.8,0.763,3.88,1
1829,647.68,8,16,0.309,0.894,2132,0.94,0.71,-0.254,0,0.312,0.076,0.119,46113.18,0
1830,258.56,16,19,0.359,1.473,2163,0.76,0.84,-0.955,0,0.119,0.227,0.188,72074.06,0
1831,15.76,88,117,0.961,0.029,65,0.11,0.24,-0.084,1,0.786,0.469,0.736,2.48,1
1832,9.71,166,124,0.802,0.207,50,0.21,0.28,0.096,1,0.704,0.673,0.675,1.29,1
1833,645.1,8,9,0.325,1.268,1319,0.55,0.87,0.432,0,0.111,0.172,0.305,55109.69,0
1834,1881.73,9,13,0.078,4.707,2431,0.74,0.78,-0.687,0,0.125,0.275,0.132,74560.96,0
1835,1531.71,10,17,0.031,3.148,475,0.62,0.54,0.324,0,0.322,0.189,0.339,23034.81,0
1836,10.29,104,117,0.807,0.198,146,0.13,0.21,0.017,1,0.773,0.464,0.714,4.27,1
1837,1380.77,37,3,0.242,0.623,2781,0.66,0.99,0.113,0,0.344,0.223,0.229,76824.87,0
1838,1138.87,1,10,0.321,1.894,3030,0.54,0.55,0.782,0,0.013,0.167,0.083,20360.78,0
1839,253.01,19,9,0.002,4.409,1628,0.56,0.62,-0.83,0,0.227,0.223,0.013,51917.25,0
1840,698.91,26,12,0.219,4.005,985,0.77,0.96,-0.029,0,0.163,0.131,0.34,9355.35,0
1841,16.75,90,122,0.96,0.04,55,0.37,0.24,-0.007,0,0.623,0.587,0.786,6.48,1
1842,1469.57,19,1,0.148,0.869,2760,0.96,0.52,-0.597,0,0.374,0.247,0.113,2947.08,0
1843,1990.14,27,14,0.254,0.697,535,0.66,0.81,-0.343,0,0.109,0.103,0.272,79697.87,0
1844,7.7,101,126,0.793,0.14,165,0.15,0.16,0.036,1,0.917,0.465,0.905,1.62,1
1845,4.63,181,56,0.922,0.244,30,0.4,0.15,0.045,1,0.694,0.854,0.724,9.79,1
1846,15.11,150,122,0.992,0.026,71,0.35,0.29,0.074,1,0.734,0.477,0.76,4.3,1
1847,608.41,10,18,0.381,1.196,2067,0.84,0.71,-0.087,0,0.166,0.091,0.244,18816.35,0
1848,3.61,187,96,0.979,0.154,110,0.24,0.11,0.022,1,0.744,0.776,0.8,2.15,1
1849,1558.6,6,1,0.139,3.663,1868,0.84,0.55,-0.87,0,0.256,0.268,0.208,45822.31,0
1850,26.16,133,134,0.929,0.186,23,0.15,0.24,0.099,1,0.889,0.648,0.773,4.69,1
1851,230.29,20,10,0.092,2.79,2504,0.84,0.95,0.692,0,0.357,0.113,0.152,67488.57,0
1852,1945.7,21,5,0.179,0.602,2333,0.7,0.82,0.462,0,0.173,0.192,0.395,28109.63,0
1853,8.55,180,57,0.927,0.299,137,0.13,0.16,0.094,1,0.749,0.844,0.781,3.84,1
1854,305.16,39,0,0.32,1.752,842,0.69,0.83,-0.196,0,0.153,0.093,0.141,69456.38,0
1855,547.18,13,3,0.22,2.054,3467,0.79,0.51,-0.485,0,0.275,0.231,0.014,46466.62,0
1856,942.67,26,17,0.371,1.176,816,0.66,1.0,0.956,1,0.162,0.251,0.113,22055.52,0
1857,1129.7,12,6,0.398,3.63,2772,0.95,0.58,-0.012,0,0.35,0.28,0.16,26458.3,0
1858,21.59,111,111,0.836,0.248,54,0.12,0.24,-0.052,1,0.929,0.802,0.821,5.68,1
1859,1042.19,11,19,0.064,1.374,1628,0.77,0.98,-0.354,0,0.351,0.021,0.327,50934.64,0
1860,16.4,92,144,0.713,0.058,93,0.24,0.28,0.035,0,0.998,0.664,0.757,6.93,1
1861,11.02,159,97,0.87,0.154,36,0.33,0.24,-0.019,1,0.701,0.418,0.934,9.07,1
1862,313.52,39,18,0.28,2.688,2154,0.83,0.64,0.317,0,0.135,0.009,0.22,7155.55,0
1863,11.58,150,127,0.817,0.033,8,0.23,0.16,-0.068,1,0.693,0.767,0.612,6.56,1
1864,865.83,39,6,0.203,3.444,490,0.56,1.0,0.212,0,0.1,0.172,0.353,45005.62,0
1865,6.72,107,89,0.88,0.298,85,0.22,0.25,0.017,0,0.957,0.415,0.899,7.83,1
1866,3.16,151,55,0.993,0.18,69,0.26,0.14,0.044,0,0.829,0.685,0.966,5.74,1
1867,545.79,8,3,0.348,4.825,2405,0.68,0.65,0.906,0,0.363,0.097,0.099,76321.41,0
1868,699.74,5,2,0.094,1.257,1181,0.75,0.62,0.021,0,0.184,0.025,0.007,28368.88,0
1869,13.04,154,144,0.928,0.061,3,0.17,0.17,-0.054,1,0.919,0.793,0.746,9.9,1
1870,28.84,194,80,0.948,0.047,107,0.17,0.28,-0.1,1,0.903,0.529,0.677,1.76,1
1871,20.57,110,123,0.983,0.043,109,0.22,0.17,-0.011,0,0.653,0.825,0.991,2.42,1
1872,1896.48,27,7,0.368,2.183,3063,0.77,0.9,0.585,0,0.354,0.06,0.071,69075.84,0
1873,11.55,117,126,0.986,0.266,8,0.35,0.13,0.001,0,0.628,0.687,0.826,8.9,1
1874,11.89,130,124,0.804,0.264,1,0.19,0.24,0.003,1,0.672,0.768,0.675,2.02,1
1875,493.28,26,18,0.056,1.808,1356,0.92,1.0,-0.246,1,0.393,0.119,0.287,50231.53,0
1876,4.4,133,116,0.744,0.014,69,0.11,0.2,0.061,1,0.708,0.793,0.708,7.6,1
1877,1673.42,30,3,0.338,3.308,1758,0.63,0.79,-0.851,1,0.096,0.246,0.264,45216.42,0
1878,1139.32,34,11,0.389,2.444,1373,0.71,0.66,-0.845,0,0.07,0.075,0.356,52835.21,0
1879,12.94,90,105,0.874,0.16,26,0.35,0.13,-0.014,1,0.938,0.6,0.905,8.41,1
1880,1837.73,2,19,0.108,4.243,3191,0.57,0.51,-0.767,1,0.266,0.094,0.317,42225.82,0
1881,879.57,4,13,0.037,4.268,418,0.98,0.59,0.809,0,0.375,0.074,0.138,14254.45,0
1882,785.3,10,9,0.34,1.622,3547,0.55,0.91,0.994,0,0.189,0.17,0.002,18128.7,0
1883,11.21,89,110,0.85,0.29,61,0.3,0.17,0.0,1,0.808,0.882,0.607,7.49,1
1884,325.19,22,7,0.241,4.577,3571,0.66,0.78,-0.53,0,0.347,0.113,0.141,38577.83,0
1885,773.4,12,8,0.063,4.837,2764,0.97,0.66,0.384,0,0.296,0.275,0.346,85934.76,0
1886,8.29,131,146,0.744,0.154,30,0.31,0.15,-0.096,1,0.674,0.417,0.729,5.27,1
1887,7.86,173,101,0.873,0.125,107,0.4,0.23,0.059,0,0.924,0.55,0.651,2.02,1
1888,13.73,192,58,0.915,0.219,69,0.25,0.17,-0.007,1,0.954,0.503,0.967,8.34,1
1889,9.67,100,83,0.875,0.021,175,0.37,0.23,0.025,1,0.963,0.468,0.658,7.86,1
1890,27.47,138,88,0.883,0.285,55,0.3,0.29,0.047,1,0.612,0.531,0.838,1.46,1
1891,4.45,125,102,0.889,0.179,126,0.14,0.27,-0.035,1,0.816,0.732,0.896,4.97,1
1892,1454.51,16,16,0.081,4.44,1371,0.99,0.8,0.34,1,0.276,0.205,0.042,43820.65,0
1893,1459.63,18,19,0.087,2.854,489,0.94,0.51,-0.424,0,0.26,0.03,0.338,55886.73,0
1894,316.23,39,1,0.163,2.724,3479,0.58,0.9,0.658,0,0.118,0.28,0.25,68842.08,0
1895,351.9,31,14,0.372,0.781,2564,0.6,0.62,0.174,1,0.39,0.075,0.041,51030.24,0
1896,968.1,22,0,0.195,1.331,2950,0.59,0.53,0.848,0,0.041,0.233,0.338,78223.75,0
1897,322.61,34,19,0.397,2.446,1365,0.8,0.75,-0.176,1,0.248,0.1,0.197,38401.81,0
1898,206.2,30,15,0.302,3.213,738,0.87,0.7,-0.935,0,0.204,0.148,0.093,41070.87,0
1899,9.62,142,70,0.96,0.096,55,0.23,0.18,0.015,1,0.9,0.655,0.642,8.72,1
1900,2.3,119,75,0.818,0.089,142,0.4,0.1,-0.067,1,0.851,0.625,0.632,7.03,1
1901,717.43,25,8,0.2,2.722,3601,0.73,0.57,0.324,0,0.115,0.01,0.007,44405.9,0
1902,966.85,33,16,0.355,1.689,2485,0.54,0.71,0.789,0,0.39,0.225,0.109,13946.18,0
1903,1533.25,11,6,0.291,2.208,311,0.75,0.75,0.101,0,0.106,0.001,0.325,71164.16,0
1904,1916.09,24,19,0.046,4.445,1524,0.58,0.66,0.865,0,0.131,0.194,0.053,84047.38,0
1905,892.63,9,17,0.199,3.916,410,0.73,0.53,0.763,0,0.343,0.203,0.128,61595.11,0
1906,223.02,32,5,0.264,2.004,1946,0.58,0.6,-0.847,0,0.031,0.115,0.3,61605.11,0
1907,11.47,100,51,0.777,0.202,96,0.4,0.25,0.088,1,0.909,0.41,0.868,5.22,1
1908,1.99,166,62,0.808,0.013,61,0.33,0.23,0.096,1,0.99,0.429,0.656,5.06,1
1909,965.55,38,16,0.328,1.601,2012,0.62,0.88,-0.665,0,0.1,0.164,0.395,73624.95,0
1910,788.61,39,11,0.039,0.945,3154,0.91,0.7,0.686,1,0.186,0.284,0.12,22510.18,0
1911,1131.92,26,3,0.249,0.77,2331,0.88,0.98,0.281,0,0.162,0.059,0.15,44965.19,0
1912,10.7,174,128,0.718,0.276,101,0.2,0.29,0.082,1,0.616,0.771,0.931,9.71,1
1913,1497.09,36,11,0.002,2.605,859,0.62,0.64,0.134,1,0.18,0.18,0.294,73903.62,0
1914,473.85,38,14,0.231,0.847,1937,0.66,0.82,-0.469,0,0.279,0.039,0.266,28860.19,0
1915,415.7,38,8,0.226,0.601,1700,0.61,0.87,0.185,1,0.262,0.005,0.387,51269.18,0
1916,668.39,13,15,0.336,3.734,2861,0.92,0.91,-0.082,1,0.147,0.123,0.102,38747.67,0
1917,25.56,112,124,0.884,0.149,175,0.12,0.25,-0.02,1,0.804,0.754,0.828,8.22,1
1918,1003.88,21,9,0.36,2.371,683,0.59,0.64,-0.335,0,0.019,0.274,0.039,24172.46,0
1919,1333.66,29,13,0.164,4.545,461,0.92,0.61,0.682,0,0.308,0.163,0.268,72419.94,0
1920,841.38,30,17,0.221,4.499,1795,0.85,0.95,-0.65,0,0.146,0.1,0.086,77247.66,0
1921,1242.23,27,0,0.071,1.275,3437,0.54,0.88,-0.933,0,0.394,0.239,0.3,23778.36,0
1922,1626.67,18,0,0.077,4.913,2214,0.66,0.94,-0.489,0,0.057,0.233,0.095,5958.77,0
1923,1015.35,26,8,0.053,4.156,2529,0.73,0.83,0.616,0,0.336,0.298,0.202,34833.13,0
1924,1747.91,5,1,0.048,1.201,2378,0.7,0.62,0.771,0,0.117,0.189,0.049,18983.96,0
1925,253.39,24,13,0.24,1.687,3153,0.9,0.58,-0.989,0,0.196,0.212,0.312,57348.25,0
1926,455.21,11,18,0.128,4.717,3093,0.58,0.62,-0.151,0,0.281,0.161,0.329,62615.48,0
1927,1092.02,11,16,0.318,1.633,1522,0.89,0.57,-0.351,0,0.024,0.081,0.365,2385.02,0
1928,502.82,25,19,0.381,1.602,1683,0.59,0.68,-0.856,0,0.266,0.208,0.271,47731.49,0
1929,1.16,151,86,0.929,0.087,114,0.26,0.11,0.028,0,0.774,0.546,0.818,2.2,1
1930,300.48,29,5,0.216,4.613,945,0.51,0.73,-0.333,0,0.222,0.195,0.262,22065.64,0
1931,1353.03,39,0,0.05,3.273,1947,0.69,0.85,-0.414,0,0.281,0.126,0.388,102.22,0
1932,564.85,16,10,0.278,3.72,3425,0.63,0.96,0.751,0,0.396,0.09,0.196,80176.77,0
1933,20.45,96,58,0.879,0.147,163,0.2,0.29,0.066,1,0.65,0.765,0.975,2.63,1
1934,803.26,15,14,0.292,1.18,1356,0.6,0.82,-0.554,0,0.04,0.013,0.345,65680.66,0
1935,1406.01,27,3,0.046,1.373,571,0.59,0.95,-0.566,0,0.034,0.046,0.099,84923.02,0
1936,1590.24,19,14,0.384,4.161,444,0.85,0.52,0.15,0,0.377,0.171,0.318,60933.04,0
1937,1835.14,4,6,0.369,3.493,3504,0.54,0.84,0.163,0,0.312,0.233,0.196,8394.62,0
1938,667.8,17,19,0.082,4.611,1728,0.94,0.93,0.12,1,0.322,0.083,0.068,26061.85,0
1939,8.89,81,76,0.76,0.109,138,0.13,0.12,-0.091,1,0.882,0.465,0.856,5.29,1
1940,29.16,116,70,0.787,0.146,77,0.3,0.22,-0.065,1,0.886,0.887,0.681,1.09,1
1941,641.11,38,4,0.173,1.202,501,0.86,0.83,-0.033,0,0.246,0.068,0.116,71460.37,0
1942,1863.04,25,17,0.108,1.823,2952,0.66,0.85,-0.458,0,0.228,0.058,0.146,5062.57,0
1943,1290.99,8,0,0.376,4.689,2520,0.98,0.77,0.904,0,0.061,0.05,0.141,22852.73,0
1944,490.1,8,9,0.178,3.605,1450,0.91,0.69,0.593,0,0.157,0.066,0.177,81807.57,0
1945,1229.31,8,4,0.311,3.478,3240,0.68,0.58,0.821,0,0.356,0.22,0.35,56588.78,0
1946,852.49,27,0,0.006,0.876,1113,0.89,0.68,0.887,0,0.359,0.257,0.05,83487.8,0
1947,822.32,5,15,0.203,3.243,820,0.52,0.72,0.728,0,0.174,0.158,0.152,44559.63,0
1948,25.24,81,99,0.886,0.092,80,0.11,0.17,0.044,0,0.673,0.695,0.824,7.65,1
1949,237.34,23,8,0.188,0.931,3218,0.63,0.86,0.498,0,0.026,0.003,0.197,6229.37,0
1950,8.82,107,75,0.748,0.101,100,0.17,0.19,-0.006,1,0.905,0.657,0.868,8.63,1
1951,282.24,14,8,0.181,2.444,1351,0.81,0.95,0.676,0,0.27,0.186,0.369,16692.9,0
1952,21.05,191,100,0.817,0.056,37,0.21,0.29,0.068,1,0.718,0.687,0.729,3.31,1
1953,22.48,142,56,0.978,0.035,59,0.19,0.2,-0.084,0,0.67,0.787,0.806,1.1,1
1954,15.58,170,101,0.94,0.141,64,0.34,0.21,-0.085,1,0.747,0.711,0.626,5.77,1
1955,18.43,111,72,0.885,0.109,162,0.15,0.27,0.01,1,0.888,0.442,0.758,5.66,1
1956,1914.53,36,19,0.085,1.637,359,0.88,0.73,-0.33,1,0.054,0.216,0.276,59655.77,0
1957,1284.47,31,3,0.279,3.8,295,0.88,0.72,0.821,0,0.278,0.196,0.269,55409.38,0
1958,1765.34,12,14,0.357,0.762,2945,0.76,0.93,-0.055,0,0.149,0.297,0.4,61433.49,0
1959,1139.07,10,10,0.26,4.791,3556,0.61,0.84,-0.417,0,0.15,0.08,0.165,16163.36,0
1960,1588.96,21,10,0.07,4.26,943,0.72,0.88,-0.382,0,0.164,0.141,0.049,1570.23,0
1961,1485.7,25,19,0.04,2.446,1896,0.84,0.76,-0.588,0,0.162,0.004,0.356,23222.1,0
1962,24.47,195,103,0.945,0.153,29,0.28,0.2,0.048,1,0.769,0.599,0.611,4.02,1
1963,26.22,139,75,0.87,0.22,36,0.19,0.15,-0.028,1,0.83,0.769,0.796,1.26,1
1964,1709.96,2,17,0.394,4.212,2204,0.55,0.66,0.11,0,0.277,0.243,0.332,5096.54,0
1965,1408.07,36,18,0.306,1.955,2628,0.96,0.59,-0.097,1,0.099,0.007,0.196,19394.22,0
1966,1004.94,3,16,0.218,2.567,2153,0.93,0.55,0.961,1,0.225,0.074,0.034,58066.25,0
1967,514.76,1,6,0.076,1.527,3102,0.96,0.93,-0.505,0,0.236,0.088,0.094,33736.87,0
1968,797.02,9,1,0.377,1.76,3530,0.58,0.63,-0.674,0,0.116,0.18,0.399,4593.63,0
1969,1622.08,8,16,0.324,4.591,3493,0.58,0.93,0.862,0,0.294,0.187,0.121,37712.13,0
1970,847.85,33,14,0.222,4.23,258,0.83,0.55,0.99,0,0.238,0.075,0.068,48364.24,0
1971,314.95,8,1,0.166,4.451,1575,0.73,0.87,0.34,0,0.015,0.103,0.13,7775.17,0
1972,13.67,190,68,0.883,0.238,72,0.17,0.12,0.046,0,0.628,0.613,0.616,9.68,1
1973,489.57,13,9,0.298,3.983,3507,0.8,0.7,0.736,1,0.237,0.253,0.341,61686.27,0
1974,6.49,171,94,0.836,0.22,146,0.22,0.27,-0.091,1,0.683,0.543,0.797,5.05,1
1975,25.16,96,130,0.734,0.153,132,0.31,0.23,-0.027,0,0.932,0.485,0.749,6.4,1
1976,660.47,8,9,0.162,0.641,2403,0.73,0.55,-0.966,0,0.249,0.096,0.259,43918.66,0
1977,3.69,124,120,0.821,0.255,78,0.29,0.16,-0.083,1,0.726,0.63,0.695,6.65,1
1978,25.89,170,73,0.859,0.289,150,0.2,0.16,0.075,1,0.806,0.465,0.686,6.91,1
1979,701.02,13,5,0.107,0.962,472,0.9,0.82,0.144,0,0.058,0.28,0.114,56741.37,0
1980,966.67,2,2,0.13,1.547,3601,0.81,0.91,-0.095,0,0.389,0.035,0.195,35328.83,0
